filename,type,breed,color_primary,color_secondary,pattern,eye_color
cat.77.jpg,cat,Domestic Shorthair,grey,brown,tabby,green
cat.79.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.78.jpg,cat,Domestic Shorthair,white,"black,orange",calico,green
cat.80.jpg,cat,Domestic Shorthair,white,"black,orange",calico,unknown
cat.81.jpg,cat,Domestic Shorthair,white,grey,bicolor,unknown
cat.83.jpg,cat,Domestic Shorthair,orange,,tabby,green
cat.82.jpg,cat,Domestic Shorthair,grey,black,tabby,green
cat.85.jpg,cat,Domestic Shorthair,white,"black,orange",calico,green
cat.84.jpg,cat,Domestic Shorthair,grey,"white,orange","tabby,bicolor",green
cat.86.jpg,cat,Domestic Longhair,grey,,tabby,yellow
cat.89.jpg,cat,Domestic Longhair,black,white,bicolor,green
cat.87.jpg,cat,Domestic Shorthair,black,white,tuxedo,green
cat.88.jpg,cat,Domestic Shorthair,brown,grey,tabby,blue
cat.91.jpg,cat,Domestic Shorthair,grey,,solid,yellow
cat.90.jpg,cat,Domestic Shorthair,white,"brown,orange","tabby,bicolor",yellow
cat.92.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",unknown
cat.93.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",green
cat.96.jpg,cat,Domestic Longhair,black,,solid,unknown
cat.94.jpg,cat,Domestic Longhair,cream,orange,tabby,amber
cat.97.jpg,cat,Domestic Shorthair,white,cream,solid,blue
cat.95.jpg,cat,Domestic Shorthair,white,grey,"tabby,bicolor",green
cat.99.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.98.jpg,cat,Domestic Shorthair,grey,black,tabby,unknown
cat.101.jpg,cat,Domestic Longhair,grey,,solid,yellow
cat.103.jpg,cat,Domestic Shorthair,grey,brown,tabby,green
cat.100.jpg,cat,Domestic Longhair,brown,white,"tabby,bicolor",green
cat.102.jpg,cat,Domestic Shorthair,black,white,bicolor,yellow
cat.107.jpg,cat,Abyssinian,orange,,tabby,amber
cat.104.jpg,cat,Domestic Shorthair,grey,black,tabby,yellow
cat.105.jpg,cat,Domestic Longhair,white,"orange,brown","tabby,bicolor",unknown
cat.106.jpg,cat,Domestic Shorthair,white,grey,"tabby,bicolor",green
cat.108.jpg,cat,Domestic Longhair,brown,,solid,unknown
cat.110.jpg,cat,Domestic Longhair,grey,white,"tabby,bicolor",unknown
cat.111.jpg,cat,Domestic Longhair,white,"black,orange",calico,yellow
cat.109.jpg,cat,Domestic Shorthair,black,"orange,white","tortoiseshell,bicolor",green
cat.112.jpg,cat,Domestic Shorthair,grey,black,tabby,yellow
cat.114.jpg,cat,Domestic Shorthair,black,white,bicolor,unknown
cat.113.jpg,cat,Domestic Shorthair,grey,white,tabby,green
cat.115.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",unknown
cat.118.jpg,cat,Domestic Longhair,orange,,tabby,green
cat.116.jpg,cat,Domestic Shorthair,orange,white,tabby,blue
cat.117.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",green
cat.119.jpg,cat,Domestic Shorthair,orange,white,tabby,green
cat.120.jpg,cat,Domestic Longhair,grey,brown,tabby,unknown
cat.121.jpg,cat,Domestic Shorthair,white,"orange,black",calico,unknown
cat.122.jpg,cat,Domestic Shorthair,grey,white,bicolor,amber
cat.123.jpg,cat,Domestic Shorthair,white,grey,"tabby,bicolor",yellow
cat.124.jpg,cat,Domestic Shorthair,black,white,bicolor,blue
cat.125.jpg,cat,Domestic Shorthair,orange,white,tabby,green
cat.127.jpg,cat,Domestic Shorthair,black,orange,tortoiseshell,yellow
cat.126.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",brown
cat.131.jpg,cat,Domestic Longhair,grey,white,tabby,yellow
cat.128.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",green
cat.130.jpg,cat,Domestic Longhair,white,"orange,black",calico,green
cat.129.jpg,cat,Domestic Longhair,white,black,bicolor,blue
cat.134.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.132.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.133.jpg,cat,Domestic Shorthair,orange,white,tabby,blue
cat.135.jpg,cat,Domestic Shorthair,grey,white,bicolor,amber
cat.138.jpg,cat,Domestic Shorthair,white,grey,bicolor,green
cat.136.jpg,cat,Domestic Longhair,black,white,bicolor,green
cat.139.jpg,cat,Domestic Longhair,brown,grey,tabby,yellow
cat.137.jpg,cat,Domestic Shorthair,white,"black,orange",calico,yellow
cat.141.jpg,cat,Domestic Shorthair,grey,orange,tabby,green
cat.140.jpg,cat,Domestic Shorthair,orange,black,tortoiseshell,yellow
cat.142.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",unknown
cat.143.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",unknown
cat.145.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.144.jpg,cat,British Shorthair,grey,white,bicolor,green
cat.147.jpg,cat,Domestic Longhair,black,,solid,green
cat.146.jpg,cat,Domestic Shorthair,white,grey,"tabby,bicolor",green
cat.149.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.148.jpg,cat,Domestic Shorthair,black,white,tuxedo,unknown
cat.151.jpg,cat,Domestic Shorthair,orange,white,tabby,green
cat.150.jpg,cat,Domestic Longhair,black,orange,tortoiseshell,yellow
cat.153.jpg,cat,Domestic Shorthair,white,grey,"tabby,bicolor",unknown
cat.152.jpg,cat,Domestic Shorthair,brown,black,tabby,yellow
cat.155.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.156.jpg,cat,Domestic Shorthair,orange,white,tabby,green
cat.154.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",green
cat.157.jpg,cat,Domestic Shorthair,grey,white,tabby,amber
cat.158.jpg,cat,British Shorthair,grey,,solid,unknown
cat.160.jpg,cat,Domestic Shorthair,black,,solid,green
cat.159.jpg,cat,Domestic Shorthair,cream,grey,tabby,unknown
cat.161.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",yellow
cat.164.jpg,cat,Domestic Shorthair,black,,solid,green
cat.163.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",unknown
cat.165.jpg,cat,Domestic Shorthair,grey,brown,tabby,green
cat.162.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",green
cat.166.jpg,cat,Domestic Shorthair,grey,black,tabby,unknown
cat.169.jpg,cat,Domestic Longhair,orange,,tabby,yellow
cat.168.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",unknown
cat.167.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",green
cat.171.jpg,cat,Domestic Shorthair,black,,solid,unknown
cat.170.jpg,cat,Domestic Shorthair,brown,white,"tabby,bicolor",green
cat.172.jpg,cat,Domestic Shorthair,grey,white,tabby,blue
cat.173.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",unknown
cat.174.jpg,cat,Domestic Shorthair,black,,solid,green
cat.176.jpg,cat,Siamese,cream,brown,bicolor,blue
cat.175.jpg,cat,Domestic Shorthair,brown,orange,tabby,green
cat.177.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.178.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.180.jpg,cat,Domestic Longhair,black,,solid,yellow
cat.179.jpg,cat,Domestic Shorthair,grey,white,bicolor,green
cat.181.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",yellow
cat.182.jpg,cat,Domestic Shorthair,grey,white,bicolor,yellow
cat.184.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.183.jpg,cat,Domestic Shorthair,brown,white,tabby,green
cat.185.jpg,cat,Domestic Longhair,white,black,bicolor,brown
cat.187.jpg,cat,British Shorthair,grey,,tabby,unknown
cat.188.jpg,cat,Domestic Shorthair,grey,brown,tabby,green
cat.186.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",green
cat.189.jpg,cat,Domestic Longhair,black,orange,tortoiseshell,blue
cat.190.jpg,cat,Domestic Shorthair,black,,solid,green
cat.191.jpg,cat,British Shorthair,orange,cream,tabby,green
cat.192.jpg,cat,Domestic Shorthair,black,white,bicolor,yellow
cat.193.jpg,cat,Domestic Longhair,black,white,bicolor,blue
cat.194.jpg,cat,Domestic Shorthair,orange,white,tabby,green
cat.196.jpg,cat,Domestic Shorthair,grey,,solid,unknown
cat.195.jpg,cat,Domestic Longhair,black,brown,tortoiseshell,green
cat.197.jpg,cat,Domestic Shorthair,grey,black,tabby,green
cat.199.jpg,cat,Domestic Longhair,grey,white,tabby,green
cat.198.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",yellow
cat.203.jpg,cat,Russian Blue,grey,,solid,green
cat.200.jpg,cat,Domestic Shorthair,black,white,bicolor,yellow
cat.201.jpg,cat,Domestic Shorthair,black,orange,tortoiseshell,blue
cat.202.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",amber
cat.204.jpg,cat,Domestic Longhair,black,,solid,yellow
cat.206.jpg,cat,Domestic Shorthair,cream,,solid,unknown
cat.207.jpg,cat,Domestic Shorthair,orange,white,tabby,green
cat.205.jpg,cat,Domestic Longhair,orange,white,"tabby,bicolor",unknown
cat.208.jpg,cat,Domestic Longhair,white,black,bicolor,green
cat.211.jpg,cat,Domestic Shorthair,grey,,solid,green
cat.209.jpg,cat,Domestic Shorthair,black,white,bicolor,green
cat.210.jpg,cat,Domestic Shorthair,orange,white,tabby,green
cat.212.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.215.jpg,cat,British Shorthair,grey,,solid,yellow
cat.214.jpg,cat,Domestic Shorthair,grey,brown,tabby,green
cat.213.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",unknown
cat.216.jpg,cat,Domestic Shorthair,grey,white,bicolor,yellow
cat.217.jpg,cat,Domestic Shorthair,black,white,bicolor,green
cat.218.jpg,cat,Domestic Shorthair,cream,grey,tabby,unknown
cat.219.jpg,cat,Domestic Shorthair,black,white,bicolor,yellow
cat.220.jpg,cat,Domestic Shorthair,grey,,solid,green
cat.222.jpg,cat,Domestic Longhair,white,grey,bicolor,yellow
cat.221.jpg,cat,Domestic Shorthair,black,orange,tortoiseshell,unknown
cat.223.jpg,cat,Domestic Shorthair,grey,black,tabby,yellow
cat.224.jpg,cat,Domestic Shorthair,orange,,tabby,yellow
cat.225.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",blue
cat.226.jpg,cat,Domestic Shorthair,brown,white,tabby,yellow
cat.227.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",green
cat.228.jpg,cat,Domestic Longhair,white,grey,"tabby,bicolor",green
cat.230.jpg,cat,Domestic Shorthair,orange,,tabby,unknown
cat.231.jpg,cat,Domestic Longhair,black,"white,orange",tricolor,yellow
cat.229.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",yellow
cat.232.jpg,cat,Domestic Shorthair,orange,,tabby,amber
cat.234.jpg,cat,Domestic Shorthair,grey,white,tabby,green
cat.233.jpg,cat,British Shorthair,grey,white,bicolor,unknown
cat.235.jpg,cat,Domestic Shorthair,white,orange,bicolor,blue
cat.236.jpg,cat,Domestic Shorthair,orange,,tabby,unknown
cat.237.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.238.jpg,cat,Domestic Shorthair,black,,solid,green
cat.239.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",yellow
cat.241.jpg,cat,Domestic Shorthair,orange,,tabby,unknown
cat.242.jpg,cat,Domestic Shorthair,orange,white,tabby,green
cat.243.jpg,cat,Domestic Longhair,orange,white,tabby,yellow
cat.240.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",unknown
cat.244.jpg,cat,Ragdoll,cream,brown,bicolor,odd
cat.245.jpg,cat,Domestic Shorthair,black,white,bicolor,unknown
cat.247.jpg,cat,Domestic Shorthair,orange,white,tabby,green
cat.246.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",green
cat.248.jpg,cat,Domestic Shorthair,grey,black,tabby,unknown
cat.249.jpg,cat,Domestic Shorthair,white,grey,bicolor,green
cat.250.jpg,cat,Domestic Shorthair,orange,white,tabby,unknown
cat.251.jpg,cat,Domestic Shorthair,black,,solid,green
cat.252.jpg,cat,Domestic Longhair,orange,white,"tabby,bicolor",unknown
cat.253.jpg,cat,British Shorthair,grey,silver,tabby,green
cat.256.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.254.jpg,cat,Domestic Shorthair,orange,white,tabby,unknown
cat.255.jpg,cat,Domestic Shorthair,white,grey,"tabby,bicolor",green
cat.257.jpg,cat,Domestic Shorthair,grey,white,tabby,brown
cat.259.jpg,cat,Domestic Shorthair,black,,solid,unknown
cat.258.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",blue
cat.261.jpg,cat,Domestic Shorthair,grey,black,tabby,unknown
cat.260.jpg,cat,Domestic Shorthair,black,white,bicolor,green
cat.265.jpg,cat,Domestic Longhair,black,,solid,yellow
cat.263.jpg,cat,Domestic Shorthair,black,orange,tortoiseshell,green
cat.264.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",unknown
cat.262.jpg,cat,Domestic Longhair,brown,white,"tabby,bicolor",unknown
cat.266.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.267.jpg,cat,Domestic Shorthair,cream,brown,tabby,green
cat.268.jpg,cat,Domestic Shorthair,grey,black,tabby,yellow
cat.269.jpg,cat,Domestic Longhair,black,white,bicolor,yellow
cat.270.jpg,cat,Siamese,cream,brown,bicolor,unknown
cat.271.jpg,cat,Domestic Shorthair,black,,solid,green
cat.272.jpg,cat,Domestic Shorthair,black,,solid,blue
cat.273.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",unknown
cat.274.jpg,cat,Domestic Shorthair,black,,solid,green
cat.275.jpg,cat,Domestic Longhair,orange,white,tabby,unknown
cat.276.jpg,cat,Domestic Shorthair,grey,black,tabby,unknown
cat.277.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",unknown
cat.278.jpg,cat,Domestic Shorthair,grey,black,tabby,green
cat.281.jpg,cat,Domestic Shorthair,black,,solid,unknown
cat.279.jpg,cat,Domestic Shorthair,black,white,bicolor,yellow
cat.280.jpg,cat,Domestic Shorthair,white,"black,brown","tabby,bicolor",yellow
cat.284.jpg,cat,Domestic Longhair,grey,,solid,amber
cat.283.jpg,cat,Domestic Longhair,brown,"white,orange",tricolor,green
cat.285.jpg,cat,Domestic Shorthair,brown,black,tabby,unknown
cat.282.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",green
cat.286.jpg,cat,Domestic Shorthair,black,,solid,green
cat.287.jpg,cat,Domestic Shorthair,grey,brown,tabby,green
cat.288.jpg,cat,Domestic Shorthair,white,orange,bicolor,yellow
cat.289.jpg,cat,Domestic Shorthair,white,brown,"tabby,bicolor",green
cat.290.jpg,cat,Domestic Shorthair,black,white,bicolor,yellow
cat.293.jpg,cat,British Shorthair,grey,,solid,yellow
cat.291.jpg,cat,Domestic Shorthair,grey,black,tabby,yellow
cat.292.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",unknown
cat.294.jpg,cat,Domestic Longhair,cream,,solid,unknown
cat.295.jpg,cat,Domestic Shorthair,orange,,tabby,amber
cat.297.jpg,cat,Domestic Longhair,black,,solid,yellow
cat.296.jpg,cat,Domestic Shorthair,grey,black,tabby,green
cat.298.jpg,cat,Domestic Shorthair,orange,,tabby,yellow
cat.299.jpg,cat,Domestic Shorthair,white,grey,"tabby,bicolor",yellow
cat.301.jpg,cat,Domestic Longhair,orange,white,"tabby,bicolor",green
cat.303.jpg,cat,Domestic Shorthair,orange,,tabby,unknown
cat.300.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",green
cat.302.jpg,cat,Domestic Shorthair,grey,black,tabby,green
cat.305.jpg,cat,Domestic Shorthair,white,cream,solid,unknown
cat.307.jpg,cat,British Shorthair,grey,,solid,yellow
cat.306.jpg,cat,Domestic Shorthair,orange,,tabby,green
cat.304.jpg,cat,Domestic Shorthair,white,grey,bicolor,yellow
cat.308.jpg,cat,Persian,grey,,solid,yellow
cat.311.jpg,cat,Domestic Shorthair,grey,white,tabby,unknown
cat.309.jpg,cat,Domestic Shorthair,brown,"white,orange","tabby,bicolor",unknown
cat.310.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",green
cat.312.jpg,cat,Domestic Shorthair,orange,,tabby,blue
cat.314.jpg,cat,Domestic Shorthair,grey,,solid,yellow
cat.313.jpg,cat,Domestic Shorthair,black,white,tuxedo,yellow
cat.315.jpg,cat,Domestic Shorthair,grey,black,tabby,green
cat.316.jpg,cat,Russian Blue,grey,,solid,green
cat.318.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.317.jpg,cat,Domestic Longhair,grey,white,bicolor,yellow
cat.319.jpg,cat,Domestic Shorthair,black,white,bicolor,green
cat.322.jpg,cat,Domestic Shorthair,white,,solid,hazel
cat.323.jpg,cat,Domestic Shorthair,black,white,bicolor,yellow
cat.321.jpg,cat,Domestic Shorthair,black,white,tuxedo,yellow
cat.320.jpg,cat,Domestic Longhair,brown,white,"tabby,bicolor",green
cat.324.jpg,cat,Domestic Shorthair,black,white,bicolor,yellow
cat.325.jpg,cat,Domestic Longhair,orange,,tabby,green
cat.326.jpg,cat,Domestic Shorthair,orange,white,tabby,unknown
cat.327.jpg,cat,Domestic Shorthair,black,white,bicolor,green
cat.331.jpg,cat,Domestic Longhair,black,,solid,green
cat.328.jpg,cat,Domestic Shorthair,grey,white,bicolor,yellow
cat.330.jpg,cat,Persian,cream,brown,bicolor,blue
cat.329.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",green
cat.334.jpg,cat,British Shorthair,grey,,solid,green
cat.332.jpg,cat,Domestic Shorthair,grey,black,tabby,yellow
cat.333.jpg,cat,Domestic Shorthair,grey,black,tabby,yellow
cat.335.jpg,cat,Domestic Shorthair,black,,solid,unknown
cat.336.jpg,cat,Domestic Longhair,white,,solid,green
cat.337.jpg,cat,Ragdoll,cream,brown,bicolor,blue
cat.339.jpg,cat,Domestic Shorthair,black,white,bicolor,green
cat.338.jpg,cat,Domestic Longhair,brown,white,"tabby,bicolor",green
cat.340.jpg,cat,Domestic Shorthair,white,black,bicolor,green
cat.341.jpg,cat,Domestic Longhair,grey,white,bicolor,green
cat.343.jpg,cat,Domestic Shorthair,black,,solid,yellow
cat.342.jpg,cat,Domestic Shorthair,black,white,bicolor,unknown
cat.344.jpg,cat,Domestic Longhair,orange,white,tabby,unknown
cat.345.jpg,cat,Domestic Shorthair,black,white,bicolor,yellow
cat.347.jpg,cat,Domestic Shorthair,white,black,bicolor,unknown
cat.346.jpg,cat,Domestic Shorthair,grey,black,tabby,green
cat.348.jpg,cat,Domestic Shorthair,white,black,bicolor,unknown
cat.349.jpg,cat,Domestic Longhair,white,"black,orange",calico,yellow
cat.351.jpg,cat,Domestic Longhair,white,,solid,unknown
cat.350.jpg,cat,Persian,grey,cream,tabby,unknown
cat.352.jpg,cat,Domestic Shorthair,black,,solid,green
cat.353.jpg,cat,Domestic Shorthair,grey,"white,orange","tabby,bicolor",green
cat.355.jpg,cat,Domestic Shorthair,orange,,tabby,green
cat.354.jpg,cat,Domestic Shorthair,white,"black,orange",calico,unknown
cat.356.jpg,cat,Siamese,cream,brown,solid,blue
cat.357.jpg,cat,Domestic Shorthair,white,grey,bicolor,green
cat.359.jpg,cat,Domestic Longhair,black,,solid,yellow
cat.358.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",green
cat.361.jpg,cat,Domestic Shorthair,grey,white,bicolor,yellow
cat.360.jpg,cat,Domestic Shorthair,white,"black,orange",calico,green
cat.363.jpg,cat,Domestic Longhair,white,,solid,unknown
cat.364.jpg,cat,Domestic Shorthair,grey,black,tabby,unknown
cat.365.jpg,cat,Domestic Longhair,brown,orange,tabby,green
cat.362.jpg,cat,Domestic Shorthair,black,"orange,white",tortoiseshell,yellow
cat.366.jpg,cat,Domestic Longhair,grey,white,bicolor,green
cat.367.jpg,cat,Domestic Shorthair,orange,white,tabby,unknown
cat.368.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",green
cat.369.jpg,cat,Domestic Shorthair,black,white,tuxedo,unknown
cat.370.jpg,cat,British Shorthair,black,,solid,green
cat.371.jpg,cat,Domestic Shorthair,white,,solid,unknown
cat.372.jpg,cat,Domestic Shorthair,black,,solid,unknown
cat.373.jpg,cat,Domestic Shorthair,black,"white,orange",tricolor,yellow
cat.374.jpg,cat,Domestic Shorthair,black,white,tuxedo,green
cat.375.jpg,cat,Domestic Shorthair,grey,brown,tabby,green
cat.377.jpg,cat,Domestic Longhair,black,white,bicolor,unknown
cat.376.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",unknown
cat.381.jpg,cat,Russian Blue,grey,,solid,green
cat.379.jpg,cat,Domestic Shorthair,orange,white,"tabby,bicolor",unknown
cat.378.jpg,cat,Domestic Shorthair,black,orange,tortoiseshell,yellow
cat.380.jpg,cat,Domestic Longhair,white,"black,orange",tricolor,unknown
cat.382.jpg,cat,Domestic Shorthair,white,"black,orange",calico,unknown
cat.385.jpg,cat,Domestic Shorthair,grey,white,tabby,yellow
cat.383.jpg,cat,Domestic Longhair,black,orange,tortoiseshell,yellow
cat.384.jpg,cat,Domestic Shorthair,grey,white,tabby,yellow
cat.386.jpg,cat,Domestic Longhair,brown,white,"tabby,bicolor",unknown
cat.388.jpg,cat,Domestic Shorthair,black,white,bicolor,green
cat.387.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",green
cat.389.jpg,cat,Domestic Shorthair,grey,white,"tabby,bicolor",green
cat.390.jpg,cat,Domestic Shorthair,orange,,tabby,unknown
cat.391.jpg,cat,Domestic Shorthair,grey,black,tabby,green
cat.392.jpg,cat,Domestic Shorthair,grey,brown,tabby,green
cat.393.jpg,cat,Domestic Longhair,white,grey,bicolor,amber
cat.394.jpg,cat,Russian Blue,grey,,solid,green
cat.396.jpg,cat,British Shorthair,grey,,solid,blue
cat.395.jpg,cat,Domestic Longhair,orange,white,"tabby,bicolor",unknown
cat.397.jpg,cat,Domestic Shorthair,black,"white,orange",calico,green
cat.398.jpg,cat,Domestic Shorthair,black,white,bicolor,yellow
